serialnbr,productcode,batchnbr,Machinetime,Assemblytime,Finishingtime,cost
P1B1145N20,P1,B1145,2.0,2.96,4.12,43.48
P1B1146N11,P1,B1146,2.04,3.19,4.04,43.84
P1B1146N12,P1,B1146,2.04,3.09,4.03,43.48
P1B1146N13,P1,B1146,2.01,2.99,3.95,42.75
P1B1146N14,P1,B1146,1.98,2.83,3.93,42.09
P1B1146N15,P1,B1146,1.91,2.97,4.05,42.99
P1B1146N16,P1,B1146,1.97,2.94,4.27,44.11
P1B1146N17,P1,B1146,1.99,2.96,4.17,43.69
P1B1146N18,P1,B1146,2.03,2.97,3.97,42.82
P1B1146N19,P1,B1146,2.06,2.95,4.19,43.92
P1B1146N20,P1,B1146,2.08,3.02,3.92,42.81
P1B1147N11,P1,B1147,1.94,3.04,4.16,43.8
P1B1147N12,P1,B1147,2.0,3.1,4.2,44.31
P1B1147N13,P1,B1147,2.02,3.02,4.13,43.75
P1B1147N14,P1,B1147,2.0,3.03,4.07,43.45
P1B1147N15,P1,B1147,2.08,2.92,4.02,43.04
P1B1147N16,P1,B1147,1.98,2.96,3.75,41.57
P1B1147N17,P1,B1147,2.09,3.05,4.09,43.78
P1B1147N18,P1,B1147,1.98,3.11,4.11,43.82
P1B1147N19,P1,B1147,1.97,3.16,3.89,42.87
P1B1147N20,P1,B1147,1.91,3.02,4.11,43.44
P1B1148N11,P1,B1148,2.05,3.11,3.76,42.22
P1B1148N12,P1,B1148,2.09,3.11,4.17,44.36
P1B1148N13,P1,B1148,2.05,2.84,3.84,41.83
P1B1148N14,P1,B1148,1.98,2.88,3.92,42.19
P1B1148N15,P1,B1148,2.05,2.88,4.04,42.94
P1B1148N16,P1,B1148,1.95,3.13,3.96,43.07
P1B1148N17,P1,B1148,2.08,2.89,3.84,42.02
P1B1148N18,P1,B1148,1.88,2.94,4.12,43.18
P1B1148N19,P1,B1148,1.98,3.06,3.92,42.74
P1B1148N20,P1,B1148,1.9,3.1,4.04,43.31
P1B1149N11,P1,B1149,1.97,2.95,4.05,43.04
P1B1149N12,P1,B1149,1.92,2.77,3.74,40.84
P1B1149N13,P1,B1149,1.99,3.14,3.94,43.11
P1B1149N14,P1,B1149,2.04,3.03,3.98,43.08
P1B1149N15,P1,B1149,2.0,2.94,3.9,42.32
P1B1149N16,P1,B1149,2.02,3.0,3.92,42.63
P1B1149N17,P1,B1149,1.98,3.04,4.03,43.23
P1B1149N18,P1,B1149,2.06,3.1,4.11,43.97
P1B1149N19,P1,B1149,2.07,3.05,4.01,43.33
P1B1149N20,P1,B1149,1.91,3.19,4.0,43.4
P1B1150N11,P1,B1150,2.07,3.09,3.94,43.12
P1B1150N12,P1,B1150,2.06,2.93,3.88,42.31
P1B1150N13,P1,B1150,2.07,3.13,4.32,45.11
P1B1150N14,P1,B1150,2.02,2.8,4.06,42.76
P1B1150N15,P1,B1150,1.91,2.85,4.31,43.92
P1B1150N16,P1,B1150,2.06,3.13,4.2,44.52
P1B1150N17,P1,B1150,1.98,3.06,4.1,43.64
P1B1150N18,P1,B1150,2.02,2.89,3.84,41.91
P1B1150N19,P1,B1150,1.85,2.98,4.14,43.35
P1B1150N20,P1,B1150,2.05,2.99,3.99,43.02
P1B1151N11,P1,B1151,2.06,2.93,3.87,42.24
P1B1151N12,P1,B1151,2.14,2.88,4.02,43.01
P1B1151N13,P1,B1151,2.09,2.93,3.8,41.97
P1B1151N14,P1,B1151,1.99,3.12,4.07,43.69
P1B1151N15,P1,B1151,2.11,2.94,3.98,42.94
P1B1151N16,P1,B1151,1.91,3.05,3.72,41.56
P1B1151N17,P1,B1151,2.25,2.93,4.09,43.74
P1B1151N18,P1,B1151,2.2,3.04,4.0,43.52
P1B1151N19,P1,B1151,2.05,3.03,3.8,42.19
P1B1151N20,P1,B1151,1.94,2.96,4.27,44.11
P1B1152N11,P1,B1152,2.01,2.93,3.9,42.31
P1B1152N12,P1,B1152,2.05,2.97,3.96,42.81
P1B1152N13,P1,B1152,2.02,3.05,4.05,43.44
P1B1152N14,P1,B1152,2.05,2.85,4.09,43.09
P1B1152N15,P1,B1152,2.07,2.99,3.98,43.01
P1B1152N16,P1,B1152,1.97,2.81,3.91,41.9
P1B1152N17,P1,B1152,2.01,2.96,4.03,43.05
P1B1152N18,P1,B1152,1.99,3.1,3.82,42.4
P1B1152N19,P1,B1152,2.01,3.0,4.14,43.71
P1B1152N20,P1,B1152,2.05,2.95,4.0,42.96
P1B1153N11,P1,B1153,1.87,2.82,3.95,41.96
P1B1153N12,P1,B1153,2.01,3.16,3.82,42.59
P1B1153N13,P1,B1153,2.12,2.96,3.89,42.57
P1B1153N14,P1,B1153,1.97,2.99,3.91,42.47
P1B1153N15,P1,B1153,1.94,2.91,3.91,42.16
P1B1153N16,P1,B1153,1.96,3.02,3.87,42.32
P1B1153N17,P1,B1153,2.05,2.92,3.97,42.72
P1B1153N18,P1,B1153,1.88,2.92,3.88,41.93
P1B1153N19,P1,B1153,2.01,3.05,3.98,43.06
P1B1153N20,P1,B1153,1.79,3.18,4.13,43.75
P1B1154N11,P1,B1154,2.1,3.1,3.97,43.34
P1B1154N12,P1,B1154,2.0,2.97,4.09,43.34
P1B1154N13,P1,B1154,2.09,3.15,4.02,43.72
P1B1154N14,P1,B1154,1.96,2.93,4.08,43.13
P1B1154N15,P1,B1154,2.02,3.04,4.09,43.61
P1B1154N16,P1,B1154,2.16,3.09,4.19,44.54
P1B1154N17,P1,B1154,1.93,2.9,4.25,43.8
P1B1154N18,P1,B1154,2.06,3.2,3.9,43.24
P1B1154N19,P1,B1154,1.85,3.08,4.11,43.49
P1B1154N20,P1,B1154,1.83,2.88,3.86,41.6
P1B1155N11,P1,B1155,2.05,3.07,3.97,43.16
P1B1155N12,P1,B1155,2.0,2.89,4.02,42.78
P1B1155N13,P1,B1155,1.97,3.11,3.96,43.07
P1B1155N14,P1,B1155,2.0,3.04,4.07,43.46
P1B1155N15,P1,B1155,1.97,3.01,4.07,43.33
P1B1155N16,P1,B1155,2.02,2.9,3.74,41.46
P1B1155N17,P1,B1155,2.05,3.17,4.0,43.6
P1B1155N18,P1,B1155,2.07,2.83,3.93,42.29
P1B1155N19,P1,B1155,2.0,3.0,4.05,43.27
P1B1155N20,P1,B1155,2.05,3.02,4.02,43.26
P1B1156N11,P1,B1156,2.05,3.05,4.03,43.41
P1B1156N12,P1,B1156,2.03,3.04,4.03,43.34
P1B1156N13,P1,B1156,1.97,3.03,3.9,42.54
P1B1156N14,P1,B1156,1.82,3.14,3.98,42.97
P1B1156N15,P1,B1156,1.99,2.92,3.95,42.47
P1B1156N16,P1,B1156,1.98,3.19,4.1,44.04
P1B1156N17,P1,B1156,1.89,2.9,3.93,42.14
P1B1156N18,P1,B1156,2.05,3.01,3.92,42.73
P1B1156N19,P1,B1156,2.0,2.87,4.19,43.56
P1B1156N20,P1,B1156,1.91,3.1,4.02,43.21
P1B1157N11,P1,B1157,2.06,2.81,4.23,43.69
P1B1157N12,P1,B1157,2.05,3.01,4.02,43.24
P1B1157N13,P1,B1157,2.08,3.05,3.8,42.32
P1B1157N14,P1,B1157,1.92,3.03,3.86,42.22
P1B1157N15,P1,B1157,2.04,3.0,3.94,42.77
P1B1157N16,P1,B1157,1.94,2.98,4.0,42.82
P1B1157N17,P1,B1157,1.81,3.0,4.14,43.32
P1B1157N18,P1,B1157,1.97,2.95,4.08,43.19
P1B1157N19,P1,B1157,1.98,3.02,3.93,42.67
P1B1157N20,P1,B1157,2.14,2.86,3.81,41.91
P1B1158N11,P1,B1158,2.02,2.82,3.93,42.15
P1B1158N12,P1,B1158,2.1,2.75,4.11,43.0
P1B1158N13,P1,B1158,1.97,3.08,4.2,44.18
P1B1158N14,P1,B1158,2.06,2.98,3.81,42.09
P1B1158N15,P1,B1158,1.93,2.89,4.14,43.24
P1B1158N16,P1,B1158,2.07,3.08,3.98,43.29
P1B1158N17,P1,B1158,1.92,3.02,3.98,42.8
P1B1158N18,P1,B1158,2.09,2.95,3.91,42.56
P1B1158N19,P1,B1158,1.99,3.11,3.75,42.08
P1B1158N20,P1,B1158,1.95,2.85,4.17,43.29
P1B1159N11,P1,B1159,1.93,2.93,3.81,41.7
P1B1159N12,P1,B1159,2.06,2.85,3.9,42.16
P1B1159N13,P1,B1159,1.94,2.96,3.97,42.62
P1B1159N14,P1,B1159,2.02,2.94,3.99,42.82
P1B1159N15,P1,B1159,1.96,3.05,3.77,41.94
P1B1159N16,P1,B1159,2.01,2.97,3.86,42.23
P1B1159N17,P1,B1159,2.0,3.14,3.9,42.92
P1B1159N18,P1,B1159,1.96,2.87,3.89,41.98
P1B1159N19,P1,B1159,1.93,3.12,3.75,41.96
P1B1159N20,P1,B1159,1.91,2.96,3.91,42.25
P1B1160N11,P1,B1160,2.03,2.94,3.83,42.03
P1B1160N12,P1,B1160,2.01,2.94,3.99,42.79
P1B1160N13,P1,B1160,2.12,3.06,4.15,44.18
P1B1160N14,P1,B1160,2.01,3.0,4.12,43.61
P1B1160N15,P1,B1160,1.88,2.99,4.03,42.87
P1B1160N16,P1,B1160,2.1,2.96,4.12,43.7
P1B1160N17,P1,B1160,1.92,3.05,4.13,43.65
P1B1160N18,P1,B1160,2.05,3.02,4.08,43.56
P1B1160N19,P1,B1160,1.97,3.03,3.74,41.73
P1B1160N20,P1,B1160,2.05,2.95,4.24,44.16
P1B1161N11,P1,B1161,1.99,3.08,3.98,43.11
P1B1161N12,P1,B1161,1.93,2.9,4.06,42.86
P1B1161N13,P1,B1161,1.94,3.07,3.91,42.63
P1B1161N14,P1,B1161,1.94,3.07,3.92,42.7
P1B1161N15,P1,B1161,1.95,3.01,3.88,42.34
P1B1161N16,P1,B1161,2.14,3.04,3.78,42.3
P1B1161N17,P1,B1161,2.01,2.97,4.06,43.23
P1B1161N18,P1,B1161,2.01,3.03,4.12,43.71
P1B1161N19,P1,B1161,2.08,2.98,4.04,43.29
P1B1161N20,P1,B1161,1.93,3.12,3.97,43.07
P1B1162N11,P1,B1162,1.95,3.11,3.99,43.19
P1B1162N12,P1,B1162,1.96,3.06,3.97,42.96
P1B1162N13,P1,B1162,1.95,2.97,3.85,42.06
P1B1162N14,P1,B1162,2.11,3.11,3.96,43.37
P1B1162N15,P1,B1162,1.97,3.13,4.16,44.13
P1B1162N16,P1,B1162,1.92,3.03,4.31,44.49
P1B1162N17,P1,B1162,1.98,2.93,3.89,42.19
P1B1162N18,P1,B1162,1.96,3.15,3.97,43.22
P1B1162N19,P1,B1162,1.93,3.04,3.97,42.82
P1B1162N20,P1,B1162,2.04,3.02,4.03,43.3
P1B1163N11,P1,B1163,1.87,2.9,4.2,43.44
P1B1163N12,P1,B1163,2.02,3.12,4.1,43.91
P1B1163N13,P1,B1163,2.1,2.87,4.23,43.96
P1B1163N14,P1,B1163,2.16,2.96,3.96,43.01
P1B1163N15,P1,B1163,2.1,2.99,4.11,43.72
P1B1163N16,P1,B1163,1.99,3.12,3.8,42.33
P1B1163N17,P1,B1163,1.99,2.85,4.1,43.02
P1B1163N18,P1,B1163,2.07,3.11,3.95,43.22
P1B1163N19,P1,B1163,2.07,2.95,3.96,42.78
P1B1163N20,P1,B1163,1.94,3.11,3.97,43.06
P1B1164N11,P1,B1164,1.85,2.96,4.15,43.34
P1B1164N12,P1,B1164,1.97,3.06,3.97,42.98
P1B1164N13,P1,B1164,2.11,2.92,3.74,41.68
P1B1164N14,P1,B1164,1.99,2.93,4.0,42.79
P1B1164N15,P1,B1164,1.91,2.8,3.84,41.42
P1B1164N16,P1,B1164,1.95,3.07,4.12,43.72
P1B1164N17,P1,B1164,2.05,3.04,3.84,42.41
P1B1164N18,P1,B1164,2.03,3.09,3.85,42.59
P1B1164N19,P1,B1164,1.98,3.08,3.99,43.15
P1B1164N20,P1,B1164,2.01,2.99,3.92,42.59
P1B1165N11,P1,B1165,1.98,3.11,4.05,43.53
P1B1165N12,P1,B1165,1.99,3.02,3.83,42.18
P1B1165N13,P1,B1165,1.9,3.04,4.08,43.33
P1B1165N14,P1,B1165,1.91,2.92,4.06,42.88
P1B1165N15,P1,B1165,1.95,2.94,4.02,42.83
P1B1165N16,P1,B1165,1.96,2.87,4.18,43.44
P1B1165N17,P1,B1165,1.93,3.18,3.96,43.19
P1B1165N18,P1,B1165,2.04,2.99,4.22,44.16
P1B1165N19,P1,B1165,2.04,2.88,3.86,42.03
P1B1165N20,P1,B1165,2.08,3.07,3.99,43.32
P1B1166N11,P1,B1166,1.99,2.74,4.02,42.32
P1B1166N12,P1,B1166,1.95,2.94,4.02,42.8
P1B1166N13,P1,B1166,1.94,2.97,4.07,43.15
P1B1166N14,P1,B1166,1.85,3.03,3.83,41.94
P1B1166N15,P1,B1166,2.01,3.08,3.75,42.01
P1B1166N16,P1,B1166,1.92,2.87,4.07,42.78
P1B1166N17,P1,B1166,2.06,3.05,4.09,43.73
P1B1166N18,P1,B1166,2.03,2.93,3.86,42.15
P1B1166N19,P1,B1166,2.04,3.07,3.88,42.66
P1B1166N20,P1,B1166,2.07,2.93,3.92,42.54
P1B1167N11,P1,B1167,1.99,2.98,3.93,42.55
P1B1167N12,P1,B1167,2.0,2.92,3.98,42.65
P1B1167N13,P1,B1167,1.94,2.91,4.01,42.66
P1B1167N14,P1,B1167,1.95,3.06,3.86,42.37
P1B1167N15,P1,B1167,1.97,2.91,4.13,43.32
P1B1167N16,P1,B1167,2.03,2.91,4.16,43.58
P1B1167N17,P1,B1167,1.98,3.16,3.75,42.21
P1B1167N18,P1,B1167,2.02,3.11,3.75,42.12
P1B1167N19,P1,B1167,2.01,2.92,4.12,43.38
P1B1167N20,P1,B1167,1.98,3.01,3.87,42.34
P1B1168N11,P1,B1168,2.17,3.21,4.09,44.42
P1B1168N12,P1,B1168,2.01,3.15,3.79,42.4
P1B1168N13,P1,B1168,2.05,2.99,3.85,42.32
P1B1168N14,P1,B1168,1.86,3.05,3.98,42.77
P1B1168N15,P1,B1168,1.98,3.1,4.18,44.16
P1B1168N16,P1,B1168,2.02,3.04,4.13,43.82
P1B1168N17,P1,B1168,2.06,2.82,3.83,41.72
P1B1168N18,P1,B1168,1.94,3.03,4.14,43.68
P1B1168N19,P1,B1168,2.04,2.94,3.96,42.7
P1B1168N20,P1,B1168,1.9,3.12,4.11,43.71
P1B1169N11,P1,B1169,1.96,3.18,3.87,42.81
P1B1169N12,P1,B1169,1.99,2.95,3.91,42.38
P1B1169N13,P1,B1169,2.12,3.04,4.12,43.96
P1B1169N14,P1,B1169,2.0,3.09,4.12,43.86
P1B1169N15,P1,B1169,2.1,3.13,3.87,42.95
P1B1169N16,P1,B1169,1.86,3.0,3.96,42.54
P1B1169N17,P1,B1169,1.94,2.89,4.1,43.05
P1B1169N18,P1,B1169,2.01,3.07,4.05,43.47
P1B1169N19,P1,B1169,1.94,2.94,3.94,42.4
P1B1169N20,P1,B1169,2.07,2.98,4.11,43.65
P1B1170N11,P1,B1170,1.93,3.0,4.0,42.85
P1B1170N12,P1,B1170,2.06,3.0,3.96,42.91
P1B1170N13,P1,B1170,1.94,3.04,4.12,43.61
P1B1170N14,P1,B1170,1.97,3.04,3.91,42.59
P1B1170N15,P1,B1170,2.07,2.94,3.88,42.36
P1B1170N16,P1,B1170,1.95,2.85,4.11,43.0
P1B1170N17,P1,B1170,2.03,3.07,4.12,43.89
P1B1170N18,P1,B1170,2.0,3.11,3.77,42.17
P1B1170N19,P1,B1170,1.99,3.09,4.1,43.76
P1B1170N20,P1,B1170,2.13,2.91,4.2,43.98
P1B1171N11,P1,B1171,2.04,3.01,3.99,43.08
P1B1171N12,P1,B1171,1.99,3.06,3.98,43.08
P1B1171N13,P1,B1171,2.0,2.91,3.94,42.44
P1B1171N14,P1,B1171,1.92,3.09,4.05,43.37
P1B1171N15,P1,B1171,2.02,2.91,3.97,42.61
P1B1171N16,P1,B1171,2.04,3.21,4.3,45.21
P1B1171N17,P1,B1171,2.06,2.96,4.07,43.34
P1B1171N18,P1,B1171,2.12,3.02,4.05,43.54
P1B1171N19,P1,B1171,2.03,3.0,3.86,42.37
P1B1171N20,P1,B1171,1.92,3.07,3.86,42.35
P1B1172N11,P1,B1172,2.01,3.02,3.99,43.02
P1B1172N12,P1,B1172,1.96,2.97,3.86,42.14
P1B1172N13,P1,B1172,1.95,3.03,3.9,42.49
P1B1172N14,P1,B1172,1.95,2.84,4.06,42.72
P1B1172N15,P1,B1172,2.0,2.95,3.99,42.8
P1B1172N16,P1,B1172,1.95,3.08,3.93,42.78
P1B1172N17,P1,B1172,2.02,2.87,3.96,42.44
P1B1172N18,P1,B1172,1.88,2.98,3.96,42.5
P1B1172N19,P1,B1172,1.81,3.04,4.02,42.85
P1B1172N20,P1,B1172,1.99,2.92,4.05,43.0
P1B1173N11,P1,B1173,1.9,2.94,3.81,41.67
P1B1173N12,P1,B1173,1.96,3.05,4.06,43.38
P1B1173N13,P1,B1173,1.87,3.07,3.99,42.89
P1B1173N14,P1,B1173,1.87,3.04,4.04,43.06
P1B1173N15,P1,B1173,2.02,2.91,4.09,43.22
P1B1173N16,P1,B1173,1.97,3.04,4.06,43.36
P1B1173N17,P1,B1173,2.0,2.93,4.14,43.47
P1B1173N18,P1,B1173,2.0,2.85,3.89,42.0
P1B1173N19,P1,B1173,1.95,3.18,4.17,44.28
P1B1173N20,P1,B1173,2.1,3.04,3.85,42.57
P1B1174N11,P1,B1174,2.02,2.96,3.96,42.73
P1B1174N12,P1,B1174,2.17,2.95,4.11,43.74
P1B1174N13,P1,B1174,2.1,2.99,3.76,41.97
P1B1174N14,P1,B1174,2.05,3.05,4.07,43.6
P1B1174N15,P1,B1174,2.0,3.01,4.11,43.6
P1B1174N16,P1,B1174,1.96,2.87,4.01,42.58
P1B1174N17,P1,B1174,1.95,3.0,4.12,43.51
P1B1174N18,P1,B1174,2.01,2.98,4.17,43.82
P1B1174N19,P1,B1174,2.06,3.11,3.92,43.06
P1B1174N20,P1,B1174,1.93,2.95,4.03,42.87
P1B1175N11,P1,B1175,2.0,3.04,3.91,42.68
P1B1175N12,P1,B1175,1.92,2.99,3.75,41.56
P1B1175N13,P1,B1175,2.01,2.81,3.92,42.04
P1B1175N14,P1,B1175,2.04,2.95,4.19,43.89
P1B1175N15,P1,B1175,2.07,3.16,4.25,44.87
P1B1175N16,P1,B1175,2.02,3.01,4.05,43.32
P1B1175N17,P1,B1175,1.96,3.18,4.01,43.51
P1B1175N18,P1,B1175,1.98,2.83,4.08,42.84
P1B1175N19,P1,B1175,2.0,2.87,3.89,42.06
P1B1175N20,P1,B1175,1.99,3.08,3.97,43.07
P1B1176N11,P1,B1176,2.02,3.09,4.07,43.66
P1B1176N12,P1,B1176,2.02,2.92,4.23,43.97
P1B1176N13,P1,B1176,2.07,2.88,3.88,42.17
P1B1176N14,P1,B1176,1.91,2.88,3.95,42.23
P1B1176N15,P1,B1176,2.02,3.03,4.16,43.94
P1B1176N16,P1,B1176,1.94,3.01,3.77,41.76
P1B1176N17,P1,B1176,1.98,3.16,3.97,43.29
P1B1176N18,P1,B1176,1.91,2.96,3.85,41.95
P1B1176N19,P1,B1176,2.0,3.15,3.61,41.5
P1B1176N20,P1,B1176,1.9,3.05,3.85,42.22
P1B1177N11,P1,B1177,1.95,3.06,3.94,42.77
P1B1177N12,P1,B1177,2.15,3.05,4.16,44.23
P1B1177N13,P1,B1177,2.04,2.99,4.1,43.55
P1B1177N14,P1,B1177,2.06,2.93,4.18,43.8
P1B1177N15,P1,B1177,1.95,3.15,4.11,43.9
P1B1177N16,P1,B1177,2.08,2.86,3.86,42.03
P1B1177N17,P1,B1177,1.98,2.85,4.1,43.0
P1B1177N18,P1,B1177,1.96,3.03,4.03,43.13
P1B1177N19,P1,B1177,2.04,3.1,3.97,43.23
P1B1177N20,P1,B1177,2.01,2.92,4.02,42.88
P1B1178N11,P1,B1178,2.08,3.09,3.93,43.09
P1B1178N12,P1,B1178,1.92,3.07,4.09,43.51
P1B1178N13,P1,B1178,1.95,2.99,3.85,42.13
P1B1178N14,P1,B1178,1.97,2.83,4.08,42.84
P1B1178N15,P1,B1178,2.01,2.96,3.99,42.84
P1B1178N16,P1,B1178,1.97,3.08,3.98,43.08
P1B1178N17,P1,B1178,1.99,2.74,4.01,42.26
P1B1178N18,P1,B1178,1.98,3.19,4.18,44.43
P1B1178N19,P1,B1178,2.06,2.81,3.94,42.26
P1B1178N20,P1,B1178,1.96,3.16,4.0,43.41
P1B1179N11,P1,B1179,1.97,3.01,4.08,43.36
P1B1179N12,P1,B1179,2.0,3.14,3.92,43.03
P1B1179N13,P1,B1179,1.99,3.09,3.9,42.76
P1B1179N14,P1,B1179,2.02,3.07,4.18,44.16
P1B1179N15,P1,B1179,1.92,2.91,3.73,41.21
P1B1179N16,P1,B1179,2.01,3.05,3.8,42.17
P1B1179N17,P1,B1179,1.99,2.9,4.07,43.04
P1B1179N18,P1,B1179,1.94,3.02,4.13,43.6
P1B1179N19,P1,B1179,1.89,3.03,4.0,42.87
P1B1179N20,P1,B1179,2.01,2.75,3.85,41.52
P1B1180N11,P1,B1180,1.99,2.97,4.21,43.93
P1B1180N12,P1,B1180,2.0,2.97,3.93,42.56
P1B1180N13,P1,B1180,1.97,3.01,3.94,42.68
P1B1180N14,P1,B1180,2.09,2.94,3.99,42.94
P1B1180N15,P1,B1180,1.93,3.08,3.94,42.8
P1B1180N16,P1,B1180,2.0,2.92,4.1,43.25
P1B1180N17,P1,B1180,1.97,3.02,4.02,43.11
P1B1180N18,P1,B1180,1.86,3.0,3.96,42.52
P1B1180N19,P1,B1180,2.01,3.05,4.02,43.28
P1B1180N20,P1,B1180,1.91,3.05,3.96,42.77
P1B1181N11,P1,B1181,2.05,2.97,4.22,44.11
P1B1181N12,P1,B1181,2.05,3.02,3.81,42.21
P1B1181N13,P1,B1181,2.03,3.1,3.89,42.81
P1B1181N14,P1,B1181,2.03,2.76,3.97,42.19
P1B1181N15,P1,B1181,1.97,3.0,3.93,42.59
P1B1181N16,P1,B1181,2.05,3.12,3.89,42.91
P1B1181N17,P1,B1181,2.06,2.8,3.76,41.31
P1B1181N18,P1,B1181,2.07,2.89,4.0,42.81
P1B1181N19,P1,B1181,2.08,3.11,4.04,43.71
P1B1181N20,P1,B1181,1.9,3.03,3.77,41.73
P1B1182N11,P1,B1182,2.02,3.19,4.06,43.9
P1B1182N12,P1,B1182,1.84,2.98,4.12,43.24
P1B1182N13,P1,B1182,2.06,2.7,4.07,42.58
P1B1182N14,P1,B1182,1.96,3.11,3.71,41.8
P1B1182N15,P1,B1182,2.02,2.82,3.9,42.01
P1B1182N16,P1,B1182,1.97,3.23,3.93,43.28
P1B1182N17,P1,B1182,2.03,3.04,4.07,43.52
P1B1182N18,P1,B1182,2.04,3.09,3.7,41.85
P1B1182N19,P1,B1182,1.93,2.82,4.11,42.87
P1B1182N20,P1,B1182,1.97,2.93,3.99,42.69
P1B1183N11,P1,B1183,1.98,2.94,3.9,42.3
P1B1183N12,P1,B1183,2.05,3.09,4.05,43.62
P1B1183N13,P1,B1183,1.98,3.01,3.96,42.79
P1B1183N14,P1,B1183,1.99,2.78,4.03,42.45
P1B1183N15,P1,B1183,2.15,2.85,4.0,42.86
P1B1183N16,P1,B1183,1.83,2.98,4.04,42.81
P1B1183N17,P1,B1183,2.04,3.1,3.89,42.84
P1B1183N18,P1,B1183,2.0,3.11,4.14,44.03
P1B1183N19,P1,B1183,2.05,3.13,4.06,43.79
P1B1183N20,P1,B1183,2.06,2.94,4.11,43.5
P1B1184N11,P1,B1184,2.08,2.94,3.91,42.51
P1B1184N12,P1,B1184,1.94,3.03,3.95,42.72
P1B1184N13,P1,B1184,2.08,3.07,4.03,43.52
P1B1184N14,P1,B1184,2.03,2.87,4.28,44.07
P1B1184N15,P1,B1184,1.96,2.9,4.15,43.39
P1B1184N16,P1,B1184,2.06,2.97,3.85,42.29
P1B1184N17,P1,B1184,1.9,3.16,4.29,44.73
P1B1184N18,P1,B1184,2.04,3.03,3.93,42.83
P1B1184N19,P1,B1184,1.99,3.07,3.94,42.89
P1B1184N20,P1,B1184,2.09,2.83,4.36,44.48
P1B1185N11,P1,B1185,1.96,3.11,3.65,41.51
P1B1185N12,P1,B1185,1.97,2.95,3.77,41.63
P1B1185N13,P1,B1185,1.98,2.96,3.78,41.74
P1B1185N14,P1,B1185,1.97,3.08,3.92,42.78
P1B1185N15,P1,B1185,1.9,2.89,4.11,43.02
P1B1185N16,P1,B1185,2.0,3.04,4.05,43.37
P1B1185N17,P1,B1185,1.95,3.04,3.97,42.87
P1B1185N18,P1,B1185,2.06,2.88,4.05,43.01
P1B1185N19,P1,B1185,2.05,3.02,3.86,42.45
P1B1185N20,P1,B1185,1.91,2.96,4.15,43.45
P1B1186N11,P1,B1186,2.0,2.86,3.98,42.47
P1B1186N12,P1,B1186,2.01,3.11,3.75,42.1
P1B1186N13,P1,B1186,1.95,2.94,3.96,42.53
P1B1186N14,P1,B1186,2.09,3.07,3.86,42.69
P1B1186N15,P1,B1186,2.0,3.12,3.84,42.54
P1B1186N16,P1,B1186,2.03,2.85,4.06,42.91
P1B1186N17,P1,B1186,1.97,2.98,3.92,42.47
P1B1186N18,P1,B1186,2.05,3.04,4.12,43.83
P1B1186N19,P1,B1186,2.19,2.95,3.98,43.12
P1B1186N20,P1,B1186,1.96,2.87,4.05,42.78
P1B1187N11,P1,B1187,2.02,2.99,3.86,42.3
P1B1187N12,P1,B1187,2.02,3.09,3.86,42.62
P1B1187N13,P1,B1187,2.04,3.05,4.07,43.57
P1B1187N14,P1,B1187,2.0,2.85,3.98,42.44
P1B1187N15,P1,B1187,1.89,2.83,4.02,42.37
P1B1187N16,P1,B1187,1.93,2.94,3.86,41.98
P1B1187N17,P1,B1187,2.04,3.04,3.86,42.5
P1B1187N18,P1,B1187,1.89,2.88,4.0,42.43
P1B1187N19,P1,B1187,2.04,2.95,3.97,42.79
P1B1187N20,P1,B1187,2.02,2.94,4.13,43.52
P1B1188N11,P1,B1188,2.03,2.87,3.98,42.57
P1B1188N12,P1,B1188,2.04,3.03,4.13,43.83
P1B1188N13,P1,B1188,2.0,2.84,3.95,42.29
P1B1188N14,P1,B1188,2.04,3.0,3.94,42.77
P1B1188N15,P1,B1188,1.93,2.89,4.01,42.58
P1B1188N16,P1,B1188,2.01,3.11,3.84,42.55
P1B1188N17,P1,B1188,2.01,2.95,3.91,42.41
P1B1188N18,P1,B1188,1.93,3.08,3.92,42.7
P1B1188N19,P1,B1188,1.99,2.93,4.08,43.18
P1B1188N20,P1,B1188,2.13,2.86,3.9,42.35
P1B1189N11,P1,B1189,2.04,2.74,4.16,43.09
P1B1189N12,P1,B1189,1.91,3.0,3.84,42.03
P1B1189N13,P1,B1189,1.92,2.87,3.95,42.21
P1B1189N14,P1,B1189,2.07,2.88,4.02,42.88
P1B1189N15,P1,B1189,1.89,3.08,4.14,43.71
P1B1189N16,P1,B1189,2.1,3.02,4.18,44.17
P1B1189N17,P1,B1189,1.94,3.05,3.87,42.41
P1B1189N18,P1,B1189,2.01,2.97,4.02,43.01
P1B1189N19,P1,B1189,2.0,2.96,3.76,41.67
P1B1189N20,P1,B1189,1.99,2.93,4.21,43.83
P1B1190N11,P1,B1190,2.04,3.06,3.98,43.17
P1B1190N12,P1,B1190,2.19,3.0,4.19,44.33
P1B1190N13,P1,B1190,2.12,2.98,4.2,44.16
P1B1190N14,P1,B1190,2.07,2.86,4.01,42.77
P1B1190N15,P1,B1190,1.85,3.01,4.18,43.64
P1B1190N16,P1,B1190,2.0,3.19,3.95,43.32
P1B1190N17,P1,B1190,2.08,2.79,3.96,42.34
P1B1190N18,P1,B1190,1.97,2.9,4.02,42.74
P1B1190N19,P1,B1190,2.14,2.99,4.14,43.95
